rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_randomforestregressor__max_depth,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
75,9.101448440551758,0.10353686571778166,0.10098409652709961,0.00537837142546832,220,43,925,"{'columntransformer__countvectorizer__max_features': 220, 'randomforestregressor__max_depth': 43, 'randomforestregressor__n_estimators': 925}",-0.09703363080913754,-0.09590448929869463,-0.09056116689298725,-0.10121588852424536,-0.09330031073641908,-0.09560309725229678,0.0035878845235368657,-0.03790079393906236,-0.03990223906030587,-0.040548034376584045,-0.03790026989727579,-0.03948616852434199,-0.03914750115951401,0.0010729103308327686
76,4.850985956192017,0.05886557283559297,0.06318302154541015,0.00464073363310656,198,92,456,"{'columntransformer__countvectorizer__max_features': 198, 'randomforestregressor__max_depth': 92, 'randomforestregressor__n_estimators': 456}",-0.09669581331553163,-0.09527497514776602,-0.0906012679780488,-0.10106358798632586,-0.09442957883219608,-0.09561304465197366,0.0033915659623244476,-0.034082494488591165,-0.03398319074884278,-0.034314200293429124,-0.033713981710660874,-0.03402083388727114,-0.03402294022575902,0.0001925715237875346
77,1.7359394073486327,0.09285158662864493,0.03746814727783203,0.010391107581962853,435,98,131,"{'columntransformer__countvectorizer__max_features': 435, 'randomforestregressor__max_depth': 98, 'randomforestregressor__n_estimators': 131}",-0.09694640663783767,-0.09440116290068269,-0.09086836504759264,-0.1014230629771531,-0.09444737737856096,-0.0956172749883654,0.0034892262685353287,-0.03445285767283276,-0.03417390201626559,-0.03434333676155986,-0.03372686270987535,-0.034062468008191585,-0.03415188543374502,0.00025154022395141304
78,3.851404333114624,0.042812433412449016,0.06831188201904297,0.010168441850568899,244,47,304,"{'columntransformer__countvectorizer__max_features': 244, 'randomforestregressor__max_depth': 47, 'randomforestregressor__n_estimators': 304}",-0.0970696046201892,-0.09517647471340976,-0.09051344588010034,-0.10167009805545706,-0.09366477939855118,-0.0956188805335415,0.003709488671747965,-0.036703441205881676,-0.03872764434030415,-0.038936999577393855,-0.036750425988991586,-0.03811727913311424,-0.0378471580491371,0.0009536126566853324
79,10.023806715011597,0.09142354498270597,0.10437912940979004,0.003430960958054403,212,78,938,"{'columntransformer__countvectorizer__max_features': 212, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 938}",-0.09681679076597058,-0.09564591544351769,-0.09086499625147097,-0.10089177094861228,-0.09388487371437217,-0.09562086942478873,0.0033119561826347277,-0.03383747961525038,-0.033930797177212514,-0.03426313155953638,-0.03366186112662289,-0.03408520773367956,-0.03395569544246034,0.0002060213145471086
80,2.364123582839966,0.01941962423835744,0.04058628082275391,0.004887396014369619,225,48,226,"{'columntransformer__countvectorizer__max_features': 225, 'randomforestregressor__max_depth': 48, 'randomforestregressor__n_estimators': 226}",-0.09767261575368662,-0.09617098595846396,-0.09017013891706764,-0.10070023310103922,-0.09341629054729482,-0.09562605285551046,0.0036022971368143736,-0.03662414360037409,-0.03824265543471967,-0.038739895361385245,-0.03671883705645469,-0.03757942510414354,-0.03758099131141544,0.0008294248565821481
81,5.303042697906494,0.04674925017254645,0.07180294990539551,0.00184213986761169,280,91,341,"{'columntransformer__countvectorizer__max_features': 280, 'randomforestregressor__max_depth': 91, 'randomforestregressor__n_estimators': 341}",-0.09663959580847784,-0.09515494532094967,-0.09096748908588678,-0.10152672186216827,-0.09386199094056386,-0.09563014860360929,0.00348944560961809,-0.03398493042609069,-0.0338915654737298,-0.03399284020286069,-0.03381483998256297,-0.03427585455335542,-0.03399200612771991,0.00015626698815448856
82,3.541386842727661,0.06426270829562507,0.04965887069702148,0.004611613183084667,397,88,282,"{'columntransformer__countvectorizer__max_features': 397, 'randomforestregressor__max_depth': 88, 'randomforestregressor__n_estimators': 282}",-0.09702803230142691,-0.09462938247846167,-0.09077535007201996,-0.10175680480215134,-0.09399884599565349,-0.09563768312994267,0.003652984012574128,-0.03429617792855839,-0.03420554740725494,-0.03447777283535644,-0.0335003597316743,-0.0343549339070193,-0.03416695836197267,0.00034481327907157826
83,3.2537418365478517,0.01655623877212555,0.05459084510803223,0.008816718553065466,207,47,327,"{'columntransformer__countvectorizer__max_features': 207, 'randomforestregressor__max_depth': 47, 'randomforestregressor__n_estimators': 327}",-0.09724132485883832,-0.0953482700542039,-0.09053385049467315,-0.10049405340228196,-0.09466915033065715,-0.0956573298281309,0.003262667385238966,-0.03647576109085809,-0.03787223606937131,-0.03850540767595879,-0.03681664200685809,-0.037726998557551114,-0.03747940908011947,0.0007368658210599358
84,2.1998619079589843,0.028497761593442937,0.04807758331298828,0.014527259837456698,201,78,201,"{'columntransformer__countvectorizer__max_features': 201, 'randomforestregressor__max_depth': 78, 'randomforestregressor__n_estimators': 201}",-0.09671460323587695,-0.095269560629033,-0.09125149177182057,-0.10163994614411775,-0.09341234602001844,-0.09565758956017334,0.0035074563699246195,-0.03406420521469776,-0.03401745727704053,-0.03460420737434915,-0.03364151660474717,-0.03391533124610295,-0.03404854354338751,0.0003141306676748844
85,78.55940299034118,154.2233729070343,0.04166445732116699,0.0044666496962047055,311,61,91,"{'columntransformer__countvectorizer__max_features': 311, 'randomforestregressor__max_depth': 61, 'randomforestregressor__n_estimators': 91}",-0.09835437660079704,-0.09472104821934174,-0.09133181019748318,-0.10022035822897271,-0.0936605984485358,-0.0956576383390261,0.003214621860601284,-0.03513743736657609,-0.03572660255155457,-0.036120195699720095,-0.0352152550527517,-0.03529702998476233,-0.03549930413107295,0.0003714073710573931
86,5.012758779525757,0.0676753840608892,0.06422576904296876,0.003072407628130178,159,77,470,"{'columntransformer__countvectorizer__max_features': 159, 'randomforestregressor__max_depth': 77, 'randomforestregressor__n_estimators': 470}",-0.09803086019127182,-0.09589373598944545,-0.09008813238487032,-0.10056569360256624,-0.0937148040139008,-0.09565864523641092,0.0035936312345460357,-0.03408326928269539,-0.03406515187116079,-0.03405345100823687,-0.03367846437946915,-0.034392107964181844,-0.03405448890114881,0.00022641738411211326
87,3.2185567378997804,0.0488052364925267,0.05229787826538086,0.0029657965137634074,334,88,236,"{'columntransformer__countvectorizer__max_features': 334, 'randomforestregressor__max_depth': 88, 'randomforestregressor__n_estimators': 236}",-0.09660863059585104,-0.09528224723610643,-0.09075467857083341,-0.10260490152666017,-0.09307884502470526,-0.09566586059083126,0.003999965549109791,-0.03436436874036651,-0.03393222355031566,-0.03432167731015262,-0.03362288957696414,-0.03421700343061045,-0.034091632521681875,0.0002786232879230344
88,3.900196886062622,0.0402334248473304,0.05141091346740723,0.005128194842284014,213,79,360,"{'columntransformer__countvectorizer__max_features': 213, 'randomforestregressor__max_depth': 79, 'randomforestregressor__n_estimators': 360}",-0.09750569157730184,-0.09591113742771283,-0.09021561641073012,-0.10139836825300512,-0.09332098524787953,-0.09567035978332589,0.003781806014734595,-0.03388292007898104,-0.0341383327663362,-0.034289615771005866,-0.03365962205218679,-0.03391698266205125,-0.03397749466611223,0.00021768671638571955
89,2.7788546562194822,0.041785209181742645,0.04578976631164551,0.002012042628968271,355,71,226,"{'columntransformer__countvectorizer__max_features': 355, 'randomforestregressor__max_depth': 71, 'randomforestregressor__n_estimators': 226}",-0.09791831115768265,-0.09548985170198107,-0.09062678791773444,-0.10064958588275481,-0.09377660840678409,-0.0956922290133874,0.0034322028268026217,-0.03458863580999356,-0.03455352173154221,-0.03496562178034288,-0.03377965069187233,-0.03477697283781648,-0.03453288057031349,0.0004044096794038412
90,3.05809907913208,0.011938063718538491,0.048038673400878903,0.0024795292403821975,304,52,280,"{'columntransformer__countvectorizer__max_features': 304, 'randomforestregressor__max_depth': 52, 'randomforestregressor__n_estimators': 280}",-0.09727250900855755,-0.09488557474548291,-0.09083754064572072,-0.10159032811188946,-0.09390623731042803,-0.09569843796441574,0.0035970299331989954,-0.03569068978646428,-0.03696116845859438,-0.03727154744663155,-0.03572196435261083,-0.03654403150976845,-0.036437880310813894,0.0006404574607071263
91,398.2319873809814,0.46024745702488973,0.10509219169616699,0.012406106406264513,215,52,989,"{'columntransformer__countvectorizer__max_features': 215, 'randomforestregressor__max_depth': 52, 'randomforestregressor__n_estimators': 989}",-0.09715558734592605,-0.09631085069265174,-0.09066150564320354,-0.10109431522151306,-0.0932849265345605,-0.09570143708757098,0.0035442772098191484,-0.03533511445859906,-0.036559605396924,-0.03703613986919074,-0.03525751433534975,-0.03607310972328906,-0.03605229675667053,0.0006887339184353188
92,3.9911471366882325,0.0518747727432993,0.054109048843383786,0.009242301442860604,176,82,380,"{'columntransformer__countvectorizer__max_features': 176, 'randomforestregressor__max_depth': 82, 'randomforestregressor__n_estimators': 380}",-0.09688197046224832,-0.09627020901348787,-0.09056172658172938,-0.10131650196817779,-0.09349592879818129,-0.09570526736476494,0.0035924067617454035,-0.03411962769472081,-0.03398998517909493,-0.03432424429100625,-0.033793244839285884,-0.03410168155517715,-0.034065756711857006,0.00017378869445741299
93,6.317705154418945,0.06312678102430459,0.07412581443786621,0.0033476542288305325,176,90,610,"{'columntransformer__countvectorizer__max_features': 176, 'randomforestregressor__max_depth': 90, 'randomforestregressor__n_estimators': 610}",-0.09739765914843082,-0.09575216398789972,-0.09034506005547166,-0.10105450263515005,-0.09399190142026653,-0.09570825744944375,0.003553817884358999,-0.034010271282215426,-0.033885861528407175,-0.03416480649153654,-0.033647112096922366,-0.03385689694355732,-0.03391298966852776,0.00017172573340982087
94,5.820934772491455,0.07509196173828184,0.06954503059387207,0.002281431222932949,177,97,564,"{'columntransformer__countvectorizer__max_features': 177, 'randomforestregressor__max_depth': 97, 'randomforestregressor__n_estimators': 564}",-0.09733079099725789,-0.09614789805933807,-0.09071854149688025,-0.1007749450224883,-0.09359400747957816,-0.09571323661110853,0.003401894066680606,-0.03393806513801029,-0.03410504642478377,-0.03406191754327612,-0.03369403814127083,-0.034172713722190814,-0.03399435619390636,0.0001685158074180513
